question_id,question,recall@1,recall@5,recall@10,mrr,latency_seconds,first_hit_rank
2hop__719184_55227,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,1,1,1,1.0,0.020037400000000538,1
3hop1__823336_228453_86925,What is the symbol of the Saints from the headquarters location of Ten High's manufacturer called?,1,1,1,1.0,0.016714099999999732,1
2hop__42578_55840,Who played the monarch at the end of WW2 in The King's Speech?,1,1,1,1.0,0.0403690000000001,1
2hop__152700_141308,"What company is the record label for Oh Woman, Oh Why a part of?",1,1,1,1.0,0.02850069999999949,1
4hop2__71753_648517_70784_79935,When was the region immediately north of the region where Israel is located and the location of the Battle of Qurah and Umm al Maradim created?,1,1,1,1.0,0.026272700000000704,1
3hop1__273571_834494_34053,What was the wettest year for the city in the same county as Summit?,0,1,1,0.25,0.018521499999999413,4
2hop__166824_185403,What league does the team that plays in Stadio Ciro Vigorito play for?,1,1,1,1.0,0.030918499999999405,1
2hop__108158_83769,"Who was played by the creator of Push, Nevada in Dazed and Confused?",0,1,1,0.5,0.031644699999999304,2
2hop__37353_23241,"According to Pew in 2010, what percent of Nigeria's population was the people who conquered the Eastern provinces of the Byzantine empire?",1,1,1,1.0,0.03030199999999983,1
4hop3__324979_836463_161616_77103,When did the birthplace of Ah Via Musicom's performer become the capital of the state Knowles is from?,1,1,1,1.0,0.03261929999999946,1
2hop__402530_774333,What other county does the county where Imperial is located share a border with?,0,0,0,0.0,0.01740139999999979,
3hop1__691197_15840_36014,What was Nintendo's limit on games per developer per year on the platform of Yoshi?,0,1,1,0.3333333333333333,0.015896800000000155,3
3hop1__9285_5188_6375,"Who was the first person to control a spacecraft, from the country the top-ranking Warsaw Pact operatives came from, despite it being headquartered in the country called the nobilities commonwealth?",1,1,1,1.0,0.016117399999999726,1
2hop__226204_69048,Who is the chief judge of Friday Osanebi's birthplace?,1,1,1,1.0,0.01632360000000066,1
2hop__137061_45752,Why does the place where Step Up Revolution takes place have a duck for a mascot?,0,0,0,0.0,0.0584895999999997,
3hop1__617062_127905_46894,Who has the lowest batting average in the league that Jim Wilson's team plays for?,1,1,1,1.0,0.040321800000000074,1
2hop__115515_779396,Where was the creator of the Lap Engine educated?,1,1,1,1.0,0.03475319999999993,1
4hop2__9988_261673_70784_61381,The country in what was the Near East and bordering the sea over which shamal winds blow was established when?,1,1,1,1.0,0.01927460000000014,1
4hop1__310029_153080_159767_81096,Who won the Indy Car Race in the largest city and capital of the state where the performer of Jazz Portraits: Mingus in Wonderland is from?,1,1,1,1.0,0.052152600000000326,1
3hop1__273571_834494_33939,What was the population in 1900 of the city that shares a county with Summit?,1,1,1,1.0,0.01818160000000013,1
2hop__57638_90991,Who was picked over the player with the highest point average in NBA history in the draft?,0,0,0,0.0,0.01961329999999961,
4hop1__344155_378185_282674_759393,What is the seat of the county sharing a border with the county with a town to which KRSU is licensed to broadcast?,0,0,0,0.0,0.05112429999999968,
2hop__620853_22458,What does the name of the organization the Haiti national football team belongs to stand for?,1,1,1,1.0,0.021942499999999754,1
2hop__702496_430061,What county was Tim Dubois born in?,1,1,1,1.0,0.03291049999999984,1
4hop1__567737_141375_458768_33637,How many ethnic minorities were looked at differently in the city where the headquarters of the company that Study in Brown's record label is a part of?,0,1,1,0.25,0.025481799999999666,4
3hop1__609479_503371_21711,When was the Palau de la Generalitat built in the city in which died the man called Martin of the region of Spain where Bijuesca is located?,1,1,1,1.0,0.020384700000000144,1
2hop__41158_22946,Who said one of the greatest thinkers was the person who proposed explanations for the origins of earthquakes and the formation of mountains?,1,1,1,1.0,0.019286600000000043,1
2hop__691455_64006,By how much of the population of the region where Baton a feu originated reduced by the black death?,1,1,1,1.0,0.017809599999999648,1
2hop__8496_21567,Who introduced a system of musical notation used during the 14th century in the place where there is no evidence of a Slavic settlement before c. 600 AD?,1,1,1,1.0,0.01841589999999993,1
3hop1__586087_339990_54675,"What mountains can you see from Portland, in the state with the county where McCauley Mountain is located?",1,1,1,1.0,0.021544999999999703,1
3hop1__545624_2053_52946,"When is Celebrity Big Brother coming to the network which, along with ABC and the original broadcaster of Here and Now, is the other major broadcaster based in NY?",0,1,1,0.2,0.034834299999999985,5
4hop2__567956_14670_8987_8529,"Normalization occurred in Country A that invaded Country B because the military branch that Air Defense Artillery is part of was unprepared. when was the word ""Slavs"" used in the national anthem of Country B?",0,1,1,0.3333333333333333,0.02143560000000022,3
2hop__9223_9237,When did the first mosque open in the place where Tobolar Copra plant is located?,1,1,1,1.0,0.01886890000000019,1
3hop2__326964_811351_7713,How long had Lijia Zhang's birthplace been the capitol city of Yaxing Coach's headquarters location?,1,1,1,1.0,0.020258499999999735,1
2hop__40697_46621,When was the celestial object that eluded efforts to measure oxygen discovered to be the center of the solar system?,1,1,1,1.0,0.019305600000000034,1
3hop1__147135_159767_81096,Who won the Indy car race in the largest city and the state capital of the death state of Cochise?,0,1,1,0.3333333333333333,0.02001170000000041,3
4hop1__9007_698949_157828_162309,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,0,1,1,0.25,0.0214502999999997,4
3hop1__857_846_7791,How many parties rule the city where the Yongle emperor greeted the person to whom the edict was addressed?,0,1,1,0.5,0.04019019999999962,2
3hop2__304722_466316_63959,When was the last time the team that Arthur James was a member of beat the 1894-95 FA cup winner?,0,0,0,0.0,0.0184078999999997,
3hop2__90327_89854_76291,When did the party that holds the majority in the House of Representatives take control of the organization that approves the members of the U.S. cabinet before their appointment?,0,0,0,0.0,0.035701700000000613,
3hop2__326964_846_7713,How long had the city where the Yongle Emperor greeted the Karmapa been the capitol city of Yaxing Coach's headquarters location?,1,1,1,1.0,0.019871799999999773,1
2hop__68162_482364,Who was the father of the leader of the Argonauts in the search for the golden fleece?,1,1,1,1.0,0.019179199999999952,1
2hop__358582_189042,What is the record label of the Thrill of a Lifetime performer?,1,1,1,1.0,0.017233100000000334,1
2hop__60229_1783,Who was mayor of New York when the first cake mix came out?,0,1,1,0.5,0.037609299999999735,2
2hop__1845_38366,What is the population of the borough that contains the neighborhood of Riverdale?,0,1,1,0.25,0.05274069999999931,4
4hop1__571599_49925_13759_736921,Where is the district that the person who wanted to reform and address Medardo Joseph Mazombwe's religion preached a sermon on Marian devotion before his death located?,1,1,1,1.0,0.0592391000000001,1
2hop__278022_71701,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,1,1,1,1.0,0.019726699999999653,1
3hop1__617062_127905_87812,When is the opening day of the league that Jim Wilson plays for?,0,0,0,0.0,0.015929800000000327,
4hop2__105527_14670_8987_8974,Country A developed the ZH-29 and invaded Country B because their military branch that the Air Defense Artillery is a branch of was unprepared. Country B was the only communist country to have an embassy where?,0,1,1,0.5,0.01613890000000051,2
2hop__559076_55984,Who wrote the song The Story sung by the performer of Give Up the Ghost?,0,0,0,0.0,0.01738349999999933,
3hop2__30956_65244_84681,"When did the people who controlled New York before it became an English colony, come to the country where John Kerry's yacht was built?",1,1,1,1.0,0.018266300000000513,1
4hop3__426860_88460_30152_20999,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country where That Dam is found?,0,1,1,0.5,0.020919600000000038,2
2hop__809096_491515,Where did William Beckford's child die?,1,1,1,1.0,0.017274600000000362,1
3hop2__326964_265410_7713,How long had Anhua Gao's birthplace been the capitol city of Yaxing Coach's headquarters location?,1,1,1,1.0,0.01629669999999983,1
3hop1__108833_720914_41132,How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,1,1,1,1.0,0.018046000000000006,1
2hop__444265_82341,In what part of Florida is Tom Denney's birthplace located?,1,1,1,1.0,0.01718780000000031,1
2hop__476927_31270,How far is Hod Lisenbee's place of death in TN from Nashville?,1,1,1,1.0,0.017443800000000564,1
3hop1__518381_709625_84283,Who owns the record label of the Lovin' All Night performer?,0,1,1,0.5,0.015069500000000957,2
2hop__80546_75184,Who played the girlfriend of the actor who played Marlene McFly in Back to the Future?,1,1,1,1.0,0.016030999999999906,1
3hop1__804367_160713_77246,What is the meaning of the word that is also the majority religion in the area that became India when the country where Kot Haibat is located was created in the Arabic dictionary?,1,1,1,1.0,0.024042100000000843,1
2hop__85713_72187,"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",1,1,1,1.0,0.03330339999999943,1
4hop1__93601_46196_497223_15840,What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,0,1,1,0.2,0.03269000000000055,5
3hop1__161433_33952_33939,"In 1900, what was the population of the second largest city, in the state that the cross-border transactions committee focuses on?",0,1,1,0.3333333333333333,0.027559300000000064,3
3hop1__109196_720914_27537,Why did Roncali leave the place of death of the creator of Malchiostro Annunciation?,1,1,1,1.0,0.03015599999999985,1
3hop2__101905_30152_20999,How were the people that the Ajuran Empire declared independence from by minting coins expelled from David Htan's country?,0,1,1,0.2,0.03318909999999953,5
2hop__30390_36634,How many groups were involved in the war when Hayek started working on Abuse of Reason?,1,1,1,1.0,0.03156700000000079,1
3hop2__20335_82856_9331,"What dissolved the privileges in Poland of the empire that helped the patriots during the Revolutionary War, the Kingdom that acquired some Thuringian territory in 1815, and the Habsburg Monarchy?",0,1,1,0.5,0.030448399999999154,2
3hop1__120881_2053_52946,"When is Celebrity Big Brother coming to the network which, along with ABC and the network which released Stand Against Fear, is the other major broadcaster based in NY?",0,1,1,0.3333333333333333,0.018172800000000322,3
2hop__2299_1783,Who was New York's mayor during the book's historical period?,0,0,0,0.0,0.02967550000000152,
3hop1__801799_547811_41132,How many times did plague occur in the birth city of the composer of La fida ninfa?,1,1,1,1.0,0.017026399999998887,1
4hop2__161602_426860_88460_20985,what is the largest city the country that is a natural boundary between the country that hosted the tournament and the country That Dam is located?,0,0,0,0.0,0.017989099999999425,
2hop__31585_61048,Who was the US physicist who directed the project that developed the first atomic bomb at the same place where Feynman worked on Water Boiler?,0,1,1,0.3333333333333333,0.04205940000000119,3
3hop1__418091_15840_36002,What were Genesis's advantages over the platform that plays Bigfoot?,0,1,1,0.5,0.03099270000000054,2
3hop1__617062_127905_92225,When is the opening day of the season of the league that Jim Wilson's team plays for?,0,0,0,0.0,0.035401600000000144,
3hop2__809962_89048_66294,Who played the man named identically to the singer of Is She Really Going Out With Him in the movie about the composer of Speechless?,1,1,1,1.0,0.04932599999999887,1
2hop__152027_141308,What is the parent company of the record label releasing Cold Turkey?,0,0,0,0.0,0.02148910000000015,
4hop3__661103_698586_91248_54362,Who burned down the city where Dunn Dunn's recording artist died during the conflict after which the government got involved in healthcare?,0,0,1,0.14285714285714285,0.0172599999999985,7
4hop3__129682_29339_508306_70744,Who won more national championships between the university that contains Fort Hill and the university of the state where Edwards won the primary besides the state where WSFN is located?,0,0,0,0.0,0.019678800000001218,
3hop1__145290_443779_52195,Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,1,1,1,1.0,0.02517050000000154,1
4hop1__152028_141441_458768_33633,When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,1,1,1,1.0,0.051261200000000784,1
3hop1__128516_30587_83479,What was Germany's main goal in the battle of the ocean adjacent to the US city having WEDR?,0,0,1,0.14285714285714285,0.03693299999999944,7
2hop__63214_319330,Who is the child of the president under whom prohibition occurred?,0,1,1,0.3333333333333333,0.0354997000000008,3
2hop__796221_18803,What did MV Rapana's owner announce it was the process of doing in April 2010?,1,1,1,1.0,0.045275900000000036,1
2hop__810411_159673,"What other film is the cast member of Now You See Him, Now You Don't a character for?",1,1,1,1.0,0.03606699999999918,1
2hop__669160_139339,What was the director of Addicted to Love nominated for?,1,1,1,1.0,0.016294399999999598,1
2hop__53147_7298,"Along with the subject of Katy Perry's The One Who Got Away, what notable pop artist started out his career on adult contemporary radio?",0,0,0,0.0,0.017164199999999852,
3hop1__635099_131926_89261,Where does the body of water by the city where Write This Down was formed empty into the Gulf of Mexico?,0,0,0,0.0,0.01747569999999854,
3hop1__346416_831637_91775,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, and also operates NC?",1,1,1,1.0,0.029268000000000072,1
2hop__45126_807969,Which team is the highest goal scorer in EPL this season a member of?,0,0,0,0.0,0.024229000000000056,
2hop__64175_90973,Who did the original voice of the character Mila Kunis plays on Family Guy?,1,1,1,1.0,0.031278399999999706,1
2hop__517145_367341,Who is the child of the cast member of Green Ice?,0,1,1,0.5,0.03339740000000013,2
4hop1__525129_315334_131926_89261,"Where into the Gulf of Mexico does the body of water by the city where the Lots More Blues, Rags and Hollers performer was formed empty?",1,1,1,1.0,0.03681260000000108,1
2hop__6745_6731,What two dialects does the /u/ remaining distinct in this form of Catalan include?,0,1,1,0.3333333333333333,0.03661840000000005,3
2hop__450600_158262,When did the author of The Rise and Fall of the Confederate Government end his fight in the Mexican-American War?,1,1,1,1.0,0.0333553000000002,1
2hop__683835_709167,What award did the author of The Red Tree receive?,0,0,0,0.0,0.02810640000000042,
2hop__39954_80303,What is the name of the game reserve in the country where hunters spend 50 to 100 times more than the average ecotourist?,1,1,1,1.0,0.02729880000000051,1
3hop2__38242_92991_76291,When did the party with majorities in Congress prior to the 1954 elections gain control of the body which determines rules of the US House and US Senate?,0,1,1,0.2,0.04404050000000126,5
4hop2__161602_426860_88460_86452,When did Burma change its name to the country on the natural boundary between the country that hosted the tournament and the country where That Dam is from?,0,1,1,0.5,0.02098950000000066,2
3hop2__57233_105140_56883,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1,1,1,1.0,0.021569099999998897,1
4hop1__151903_5274_458768_33637,How many ethnic minorities were looked at differently where the only group larger than the record label of The Lost Trident Sessions is headquartered?,1,1,1,1.0,0.02561570000000124,1
2hop__135336_461854,Who was Suzanne Farrington's mother's spouse?,1,1,1,1.0,0.02101299999999995,1
2hop__813461_31270,How many miles are there between Nashville and the place in Tennessee where Mark Day was born?,0,0,1,0.16666666666666666,0.027347999999999928,6
4hop1__3496_5274_458768_33677,When was the most recent Bicycle Friendly Community Award given to the city where the headquarters of the only group larger than the company BMG partnered with in 2005-07?,1,1,1,1.0,0.03159699999999965,1
2hop__63982_768138,Who is the sibling of the actor who played Joey on Gimme a Break?,0,0,0,0.0,0.022741299999999853,
2hop__554167_451128,Who is the child of the Victim of Romance performer?,0,1,1,0.5,0.021093900000000332,2
3hop2__132957_800948_40768,"When did the maker of the Acura Legend, the employer of Katsuaki Watanabe, and Nissan open US assembly plants?",1,1,1,1.0,0.03700410000000076,1
2hop__307218_161450,In what part of the country is Minudasht County?,1,1,1,1.0,0.029425200000000373,1
2hop__538735_3296,What former contestant did the performer of Addicted ask to marry him?,0,0,0,0.0,0.028433700000000783,
3hop2__222979_132536_40768,"When did Nissan, the HPD ARX-03 maker and the Scion owner open US assembly plants?",1,1,1,1.0,0.03969750000000083,1
2hop__711946_269414,What record label is the performer who released All Your Faded Things on?,1,1,1,1.0,0.015655399999999986,1
3hop2__36852_326964_7713,How long had the city the Qing lost in 1853 been the capitol city of Yaxing Coach's headquarters location?,1,1,1,1.0,0.03924660000000024,1
3hop1__617062_127905_67954,Who won the All-Star MVP for the league that the team that Jim Wilson plays for is a part of?,0,0,0,0.0,0.015380000000000393,
4hop1__46196_497223_15840_36014,What was Nintendo's limit on games per developer per year for the platform supporting the video game named after the sports organisation in charge of the Super Bowl halftime show?,0,0,1,0.125,0.02932699999999855,8
3hop1__764280_834494_34053,What was the wettest year of the administrative territorial entity that contains the administrative territorial entity where Drexel Heights is located?,0,0,0,0.0,0.019390200000000135,
2hop__121386_37168,"According to QS World University Rankings, where does the college that Ibrahim Shihata attended rank?",1,1,1,1.0,0.027910400000001445,1
4hop1__107309_457883_650651_7262,The Embassy of the country where palitaw comes from is found in Bandar Seri Begawan in Country A. Who was a prominent figure at the radio division of the creator of The Biggest Loser at Country A?,1,1,1,1.0,0.02891479999999902,1
2hop__64537_482364,Who is the father of the man with the same name as the Big Brother hot dog challenge winner?,0,0,0,0.0,0.015984299999999507,
2hop__650138_22402,How many students attend the school where Max Huber attended?,0,0,0,0.0,0.030456900000000786,
2hop__862994_69048,Who is the chief judge at Gloria Kemasuode's birthplace?,1,1,1,1.0,0.04000229999999938,1
2hop__631139_75487,Who is the federal leader of the party in which John Lynch-Staunton held a position?,1,1,1,1.0,0.0444507999999999,1
2hop__21103_16254,"By 1931, what percentage of the world's Jews were the group of Jews that represented the bulk of modern Jewry?",1,1,1,1.0,0.04598479999999938,1
4hop1__163763_49925_13759_736921,Where is the district that the person who wanted to reform and address Jesus Varela's religion preached a sermon on Marian devotion before his death located?,1,1,1,1.0,0.04854440000000082,1
2hop__807257_590611,Who is a cast member of the show that contains the character Michael Knight?,0,1,1,0.5,0.021159799999999507,2
4hop3__650050_88460_30152_20999,How were people from whom the new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and A Doi's country?,0,1,1,0.3333333333333333,0.03988610000000037,3
4hop1__342858_131850_33952_34109,What is the PBS station in the second largest city in the state where Yuma's Library District is located?,1,1,1,1.0,0.020659000000000205,1
2hop__695364_513121,Who is the child of the male star of the 1921 film Money?,1,1,1,1.0,0.02610139999999994,1
3hop1__222497_309482_41132,How many times did plague occur in Al gran sole carico d'amore's composer's work location?,1,1,1,1.0,0.01637320000000031,1
4hop3__719125_132409_223216_35031,"In the top five largest urban areas in the US state in which the band performing Scars was formed, where does the city having Pathology rank?",0,0,1,0.1111111111111111,0.04265000000000008,9
4hop1__580153_49925_13759_736921,Where is the district that the person who wanted to reform and address the religion that practices candidacy preach a sermon on Marian devotion before his death located?,1,1,1,1.0,0.02061080000000004,1
2hop__62020_158262,When did the president of the Confederacy end his fight in the Mexican-American war?,0,0,0,0.0,0.041872800000000154,
2hop__766973_770570,What county is Erik Hort's birthplace a part of?,1,1,1,1.0,0.04793650000000049,1
2hop__75714_148696,What is the position of the first governor general of India?,1,1,1,1.0,0.03924109999999992,1
2hop__29367_29376,What event caused the Liberal Party of Australia's longest-serving leader to become Prime Minister?,0,1,1,0.5,0.015570400000001428,2
2hop__263728_705527,Who is the father of the father of Anwer Ali?,1,1,1,1.0,0.015263799999999605,1
3hop2__569322_223623_162182,In what region of the country of S-Fone is The place of birth of John Phan located?,1,1,1,1.0,0.032497600000001015,1
2hop__271045_68633,Who is the president of the organization Julio Maglione is located?,1,1,1,1.0,0.03042160000000038,1
2hop__24441_36630,What countries found their economic growth in the period young boys were employed in the glass making industries?,1,1,1,1.0,0.017443800000000564,1
2hop__95673_62765,who did the leading actor in Sammy Going South play in the ten commandments?,0,1,1,0.5,0.030967300000000364,2
2hop__816977_6455,The developer of Mozilla Sunbird created which browser?,1,1,1,1.0,0.014900800000001269,1
2hop__362912_97805,Which was did the operator of the Jurmo class landing craft serve in?,1,1,1,1.0,0.028628499999999946,1
2hop__503085_110222,When was the painter of Femme nue couchée born?,1,1,1,1.0,0.03144810000000042,1
4hop2__9988_685934_70784_61381,"When was the country established that lies north of the region that prevailed with the disgrace of the ""Near East"" and the body of water containing The World islands?",1,1,1,1.0,0.031461300000000136,1
2hop__92051_827343,Who is the sibling of the actress who played Susan Walker in Miracle on 34th street?,0,0,1,0.1,0.03443599999999947,10
2hop__60880_87295,Who does the actor who plays Nanny in Eloise at Christmastime play in Princess Diaries?,0,0,0,0.0,0.028414100000000886,
2hop__599396_19320,What worldwide ranking does Javier Barros Sierra's employer hold?,0,0,0,0.0,0.036348399999999614,
4hop3__673447_132409_145082_35031,"Among the top five largest urban areas in the state where Infest's performer was formed, where does Tammy Leitner's birth city rank?",0,0,1,0.125,0.028289399999998466,8
4hop1__88342_75218_128008_80487,When is the all-star game of the league whose member played in the most championship series which proceed the MVP award?,0,0,1,0.1,0.03045009999999948,10
2hop__263638_69048,Who is the Chief Judge of the Tebesa Nemine's birthplace?,1,1,1,1.0,0.02260169999999917,1
2hop__16632_110014,What year was the person who described the use of bitumen and pitch to tar ships born?,0,1,1,0.5,0.04002030000000012,2
2hop__46862_68042,"When did the political party that favored harsh punishment of southern states after the Civil War, gain control of the House?",0,0,0,0.0,0.016526700000000005,
3hop1__141138_2053_52946,"When is Celebrity Big Brother coming to the network which, along with ABC and the network which broadcasted The Chisholms, is the other major broadcaster based in NY?",0,1,1,0.5,0.040619300000001246,2
2hop__123148_5385,How many people work in Susan Winchester's alma mater?,1,1,1,1.0,0.014878300000001232,1
3hop1__813285_774554_124169,What year did the post end of Governor of the city where the author of Quadragesimo Anno died?,1,1,1,1.0,0.052636099999999075,1
2hop__161915_78851,which professional sports team would you not see play a home game in the arena where the last place Cream performed?,0,0,0,0.0,0.03289670000000022,
2hop__605207_135019,Who is the mother of Andreogeus' father?,0,0,0,0.0,0.027716500000000366,
3hop1__278222_42197_18397,"Where did the leader who argued that the country of citizenship of Vladimir Lefebvre had become imperialist, declare that he would intervene in the Korean conflict?",1,1,1,1.0,0.02886550000000021,1
2hop__495316_660579,"What is the capital of the county which contains Hickory Grove Estates, Mississippi?",1,1,1,1.0,0.024223799999999684,1
2hop__6736_6733,To what division does the place where the most speakers are found belong?,0,0,0,0.0,0.02061370000000018,
2hop__77233_33207,How did did the people fare during the reign of the abolisher of sati partha in India?,1,1,1,1.0,0.053412799999998484,1
2hop__83460_456238,This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,1,1,1,1.0,0.021941899999999848,1
3hop1__829944_474097_84283,Who is the owner of the record label that the performer of Better Than Me is signed with?,0,1,1,0.3333333333333333,0.033791899999998876,3
4hop1__152562_5274_458768_33633,When did the explorer reach the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,0,0,0,0.0,0.021169799999999128,
2hop__135963_486257,The scientist that the GHZ experiment is named for is in what field of work?,1,1,1,1.0,0.018353700000000472,1
3hop1__222979_40769_64047,When did the RX 350 from the Scion owner's luxury division change body style?,1,1,1,1.0,0.037140400000000184,1
2hop__87953_17335,When did the winner of the Battle between Poras and Sikander die?,0,0,0,0.0,0.029592300000000904,
2hop__32254_84601,When did the spacecraft that detected storms on Neptune leave our solar system?,0,0,0,0.0,0.016989600000000493,
3hop1__545624_2053_5289,"What UK label was bought by the company which, along with ABC and the network which broadcasted Here and Now, is the other major broadcaster based in NY?",0,0,1,0.1111111111111111,0.015989899999999224,9
4hop1__463635_624859_355213_203322,What county shares a border with the county where the birthplace of Tonight You're Mine's performer is located?,1,1,1,1.0,0.026777199999999723,1
2hop__14_59409,Who was Beyonce's husband talking about in the the song Cry?,0,0,0,0.0,0.01801670000000044,
3hop2__132957_483843_40768,"When did the maker of the Acura Legend, the manufacturer of Scion bbX and Nissan open US assembly plants?",1,1,1,1.0,0.017250199999999438,1
3hop1__163024_443779_52195,Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,1,1,1,1.0,0.03269110000000097,1
3hop1__438364_443779_52195,Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Kotamadya is located?,1,1,1,1.0,0.024323100000000153,1
3hop1__107540_720914_27537,Why did Roncalli leave the place of death of the maker of The Gozzi Altarpiece?,1,1,1,1.0,0.04816970000000076,1
2hop__44522_58556,The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,1,1,1,1.0,0.01762789999999903,1
2hop__76402_653666,Who is the mother of the founder of Mormonism?,0,0,1,0.16666666666666666,0.030399799999999644,6
2hop__208602_11402,"According to the developer of Topologically Integrated Geographic Encoding and Referencing, what is the total area of Atlantic City in square miles?",1,1,1,1.0,0.01378169999999912,1
2hop__59274_461854,Who was the spouse of the actor who played Scarlett in Gone With the Wind?,0,0,1,0.1111111111111111,0.0148451000000005,9
3hop1__107195_160713_77246,What is the meaning in the Arabic dictionary of the word which also refers to the majority religion of what became India when the country whose business news is covered by Corporate Corridor was created?,1,1,1,1.0,0.05028109999999941,1
3hop1__131110_39743_24526,"In the state that includes Walnut Spring, what's the typical winter daytime temperature range in the region of Richmond?",0,0,0,0.0,0.03154560000000117,
2hop__35137_22932,Which interpretation of the work of the writer of The Canon of Medicine was taught more in Islamic schools?,0,0,1,0.16666666666666666,0.03185650000000173,6
2hop__21103_16335,Italians and the group of Jews representing the bulk of modern Jewry may be genetically similar due to what two factors?,1,1,1,1.0,0.014193499999999304,1
4hop1__178366_229349_66759_75165,There is a state A where Storm of the Century was filmed based on the book by the author who wrote a short story featuring the author of This Is My God. What is the population of state A?,1,1,1,1.0,0.03119419999999984,1
3hop1__255970_831637_91775,The military unit that operates destroyers and once had a ship named the USS Sanderling has a force called the seals. What does seal stand for?,1,1,1,1.0,0.02195700000000045,1
2hop__91021_19033,Where did the wrestler who has held the intercontinental championship the most times win in 2008?,0,1,1,0.5,0.014951599999999843,2
2hop__310112_88165,Who did Haran's sibling marry after the death of sarah?,0,1,1,0.5,0.05514379999999974,2
2hop__130508_32379,What is the oldest college in the state that contains Borough House Plantation?,1,1,1,1.0,0.03401039999999966,1
2hop__449673_91104,What is the experimental satellite which was the forerunner to the communication satellite of the operator of the RESOURCESAT-2 called?,1,1,1,1.0,0.03046420000000083,1
2hop__569582_304416,What record label is the performer of Almost Made Ya signed to?,0,0,1,0.14285714285714285,0.028729900000000086,7
2hop__47808_198548,Who is the wife of the actor of Grace's boyfriend in Frankie and Grace?,0,1,1,0.5,0.028370999999999924,2
3hop1__92991_78276_68042,When did the majority party in the body which determines the rules of the US House and US Senate gain control of the House?,0,1,1,0.2,0.030853900000000323,5
2hop__31094_31122,The author of Alciphron lived in what century?,0,0,0,0.0,0.03181030000000007,
2hop__603598_25719,At the end of what year did the tribes from the place where the Rossen culture is located invade the Roman Empire?,0,0,1,0.1111111111111111,0.020452099999999973,9
4hop1__152562_5274_458768_33637,How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,0,0,1,0.16666666666666666,0.015657499999999658,6
2hop__428940_135373,After what is the body of water Partridge Lake is part of named?,1,1,1,1.0,0.04324650000000041,1
3hop1__79039_131926_13165,What treaty ceded territory to the US extending west to the river next to the city that's the home of the Juicy Lucy?,0,1,1,0.25,0.0204720000000016,4
2hop__32441_274635,In which military branch did the other president besides Taft that Jenkins Orphanage played for serve?,1,1,1,1.0,0.042568299999999226,1
2hop__14092_8311,When was John's eldest son crowned?,0,0,0,0.0,0.0327010000000012,
3hop1__108833_720914_27537,Why did Roncalli leave the place where artist who made The Bacchanal of the Andrians died?,1,1,1,1.0,0.04579159999999938,1
3hop2__304722_590317_63959,When was the last time the team that Terry Twell was a member of beat the 194-95 winner of the FA Cup?,0,0,0,0.0,0.030429800000000284,
3hop1__699454_831637_91775,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Sable?",0,0,0,0.0,0.03806540000000069,
2hop__754753_57816,What is the U.S. News ranking of the law school at Carlos Alvarez's employer?,0,1,1,0.5,0.04314320000000116,2
4hop1__152562_5274_458768_33677,Vilaiyaadu Mankatha's record label has just one company that is larger than it. When was the most recent Bicycle Friendly Community award given to the city where the headquarters of that larger company lies?,1,1,1,1.0,0.04362010000000005,1
4hop2__71753_158279_70784_61381,When was the region immediately north of the region where Israel is located and the final destination for the export crops established?,0,0,0,0.0,0.02167790000000025,
4hop1__39871_314549_131976_56103,"When do hurricanes occur in the ocean that borders the state where Williamsburg, Main Street Station and another share a track?",1,1,1,1.0,0.021276800000000762,1
2hop__2682_577502,Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,1,1,1,1.0,0.021457899999999697,1
3hop1__68802_89752_49923,How many counties are there in the largest state in the region where the film The Family Stone was set?,0,0,0,0.0,0.01880229999999905,
4hop1__88342_75218_128008_80286,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,0,0,0,0.0,0.0357018999999994,
