question_id,question,subquery_count,candidate_count,gold_in_candidates,recall@1,recall@5,recall@10,mrr,first_gold_rank,latency_seconds
4hop3__312119_132409_371500_35031,"Among the top five largest urban areas in the state where Getting Away with Murder's performer was formed, where does Veoh's headquarters city rank?",4,98,1,1,1,1,1.0,1,60.32156960000066
2hop__2613_59409,The rapper who owns Aspiro was inspired by what when writing Song Cry?,2,47,1,0,1,1,0.3333333333333333,3,29.2016722999997
2hop__21103_16334,"In a 2010 study, what modern population is most closely related to the group that represents the majority of modern Jewry?",2,43,1,1,1,1,1.0,1,33.11953939999876
2hop__827940_277334,Which child of the author of One More Time helped adapt it into a play?,2,48,1,1,1,1,1.0,1,30.34549909999987
2hop__243084_523417,What is the anime that has Seta Sōjirō an instance of?,2,48,1,1,1,1,1.0,1,28.59241370000018
2hop__58939_189318,Where was Obama's opponent in his first election educated?,2,48,1,1,1,1,1.0,1,30.164823200000683
3hop2__326964_7845_7713,How long had the home of some of the country's most prominent art groups been the capitol city of Yaxing Coach's headquarters location?,3,74,1,1,1,1,1.0,1,47.59075330000087
3hop1__280834_547811_80702,What is the name of the famous bridge in the birthplace of Bajazet's composer?,3,74,1,1,1,1,1.0,1,46.10102910000023
2hop__821368_14251,What line by a cast member of Doing His Bit is believed to have started the archie nickname?,2,49,1,1,1,1,1.0,1,35.314664300000004
2hop__223823_29905,How many mandatory transmitters of the Canadian Broadcasting Centre's owner were updated before the deadline?,2,50,1,1,1,1,1.0,1,36.93429200000173
2hop__123145_66723,who was the first black student admitted to the university that Stewart Patridge attended?,2,49,1,0,1,1,0.5,2,36.633352099999684
3hop1__159728_91191_156667,What was the name of the spouse of the first convert to the most prevalent religion in Jordan?,3,75,1,1,1,1,1.0,1,48.6675191000013
3hop1__158139_19788_15107,What percentage of Eritrea adheres to the religion widely practiced where suicides by females are more common in young than old?,3,73,1,1,1,1,1.0,1,53.91579980000097
2hop__75207_7363,At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,2,50,1,0,1,1,0.5,2,37.297403000000486
2hop__528263_865831,In which county is Kimbrough Memorial Stadium located?,2,37,1,1,1,1,1.0,1,22.290636199999426
2hop__104095_40502,Before this emigration what was the population of Clara Peeters's country of citizenship?,2,50,1,1,1,1,1.0,1,33.72361389999969
2hop__719184_55227,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,2,50,1,1,1,1,1.0,1,24.60583779999979
3hop1__823336_228453_86925,What is the symbol of the Saints from the headquarters location of Ten High's manufacturer called?,3,74,1,1,1,1,1.0,1,41.75248280000051
2hop__42578_55840,Who played the monarch at the end of WW2 in The King's Speech?,2,50,1,1,1,1,1.0,1,30.142661199999566
2hop__152700_141308,"What company is the record label for Oh Woman, Oh Why a part of?",2,49,1,1,1,1,1.0,1,57.10208749999947
4hop2__71753_648517_70784_79935,When was the region immediately north of the region where Israel is located and the location of the Battle of Qurah and Umm al Maradim created?,4,98,1,1,1,1,1.0,1,98.3612518000009
3hop1__273571_834494_34053,What was the wettest year for the city in the same county as Summit?,3,72,1,1,1,1,1.0,1,74.29786569999851
2hop__166824_185403,What league does the team that plays in Stadio Ciro Vigorito play for?,2,45,1,1,1,1,1.0,1,45.14904189999834
2hop__108158_83769,"Who was played by the creator of Push, Nevada in Dazed and Confused?",2,49,1,1,1,1,1.0,1,40.46532880000086
2hop__37353_23241,"According to Pew in 2010, what percent of Nigeria's population was the people who conquered the Eastern provinces of the Byzantine empire?",2,50,1,0,1,1,0.5,2,35.69891590000043
4hop3__324979_836463_161616_77103,When did the birthplace of Ah Via Musicom's performer become the capital of the state Knowles is from?,4,98,1,1,1,1,1.0,1,51.08573009999964
2hop__402530_774333,What other county does the county where Imperial is located share a border with?,2,50,1,1,1,1,1.0,1,36.981880499999534
3hop1__691197_15840_36014,What was Nintendo's limit on games per developer per year on the platform of Yoshi?,3,63,1,0,1,1,0.5,2,57.43474679999963
3hop1__9285_5188_6375,"Who was the first person to control a spacecraft, from the country the top-ranking Warsaw Pact operatives came from, despite it being headquartered in the country called the nobilities commonwealth?",3,74,1,0,1,1,0.5,2,267.8893508000001
2hop__226204_69048,Who is the chief judge of Friday Osanebi's birthplace?,2,50,1,1,1,1,1.0,1,148.63197489999948
2hop__137061_45752,Why does the place where Step Up Revolution takes place have a duck for a mascot?,2,50,1,0,1,1,0.25,4,172.53860309999982
3hop1__617062_127905_46894,Who has the lowest batting average in the league that Jim Wilson's team plays for?,3,72,1,0,1,1,0.5,2,203.4124587999995
2hop__115515_779396,Where was the creator of the Lap Engine educated?,2,48,1,1,1,1,1.0,1,151.6612413999992
4hop2__9988_261673_70784_61381,The country in what was the Near East and bordering the sea over which shamal winds blow was established when?,4,97,1,1,1,1,1.0,1,241.90722519999872
4hop1__310029_153080_159767_81096,Who won the Indy Car Race in the largest city and capital of the state where the performer of Jazz Portraits: Mingus in Wonderland is from?,4,87,1,1,1,1,1.0,1,85.30629249999947
3hop1__273571_834494_33939,What was the population in 1900 of the city that shares a county with Summit?,3,72,1,1,1,1,1.0,1,50.47169650000069
2hop__57638_90991,Who was picked over the player with the highest point average in NBA history in the draft?,2,49,1,0,0,1,0.16666666666666666,6,40.21839329999966
4hop1__344155_378185_282674_759393,What is the seat of the county sharing a border with the county with a town to which KRSU is licensed to broadcast?,4,99,1,1,1,1,1.0,1,45.76360149999891
2hop__620853_22458,What does the name of the organization the Haiti national football team belongs to stand for?,2,50,1,1,1,1,1.0,1,26.940548900000067
2hop__702496_430061,What county was Tim Dubois born in?,2,50,1,1,1,1,1.0,1,9.833194800001365
4hop1__567737_141375_458768_33637,How many ethnic minorities were looked at differently in the city where the headquarters of the company that Study in Brown's record label is a part of?,4,91,1,0,1,1,0.2,5,18.95380859999932
3hop1__609479_503371_21711,When was the Palau de la Generalitat built in the city in which died the man called Martin of the region of Spain where Bijuesca is located?,3,74,1,1,1,1,1.0,1,15.715709099999003
2hop__41158_22946,Who said one of the greatest thinkers was the person who proposed explanations for the origins of earthquakes and the formation of mountains?,2,49,1,0,1,1,0.5,2,14.089556299999458
2hop__691455_64006,By how much of the population of the region where Baton a feu originated reduced by the black death?,2,50,1,1,1,1,1.0,1,12.631763400000636
2hop__8496_21567,Who introduced a system of musical notation used during the 14th century in the place where there is no evidence of a Slavic settlement before c. 600 AD?,2,50,1,1,1,1,1.0,1,16.74414230000002
3hop1__586087_339990_54675,"What mountains can you see from Portland, in the state with the county where McCauley Mountain is located?",3,72,1,1,1,1,1.0,1,17.849066299999322
3hop1__545624_2053_52946,"When is Celebrity Big Brother coming to the network which, along with ABC and the original broadcaster of Here and Now, is the other major broadcaster based in NY?",3,73,1,1,1,1,1.0,1,18.93863500000043
4hop2__567956_14670_8987_8529,"Normalization occurred in Country A that invaded Country B because the military branch that Air Defense Artillery is part of was unprepared. when was the word ""Slavs"" used in the national anthem of Country B?",4,99,1,1,1,1,1.0,1,35.57039000000077
2hop__9223_9237,When did the first mosque open in the place where Tobolar Copra plant is located?,2,50,1,0,0,0,0.0,,16.90421889999925
3hop2__326964_811351_7713,How long had Lijia Zhang's birthplace been the capitol city of Yaxing Coach's headquarters location?,3,74,1,1,1,1,1.0,1,24.570112399998834
2hop__40697_46621,When was the celestial object that eluded efforts to measure oxygen discovered to be the center of the solar system?,2,49,1,1,1,1,1.0,1,19.02624079999987
3hop1__147135_159767_81096,Who won the Indy car race in the largest city and the state capital of the death state of Cochise?,3,75,1,1,1,1,1.0,1,27.41195350000089
4hop1__9007_698949_157828_162309,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,4,98,1,0,1,1,0.3333333333333333,3,31.90388029999849
3hop1__857_846_7791,How many parties rule the city where the Yongle emperor greeted the person to whom the edict was addressed?,3,74,1,0,1,1,0.25,4,28.483116600000358
3hop2__304722_466316_63959,When was the last time the team that Arthur James was a member of beat the 1894-95 FA cup winner?,3,74,1,1,1,1,1.0,1,25.05659939999896
3hop2__90327_89854_76291,When did the party that holds the majority in the House of Representatives take control of the organization that approves the members of the U.S. cabinet before their appointment?,3,74,1,0,1,1,0.3333333333333333,3,23.124285500000042
3hop2__326964_846_7713,How long had the city where the Yongle Emperor greeted the Karmapa been the capitol city of Yaxing Coach's headquarters location?,3,73,1,1,1,1,1.0,1,26.324983300000895
2hop__68162_482364,Who was the father of the leader of the Argonauts in the search for the golden fleece?,2,48,1,1,1,1,1.0,1,14.961882200001128
2hop__358582_189042,What is the record label of the Thrill of a Lifetime performer?,2,49,1,1,1,1,1.0,1,12.760817100001077
2hop__60229_1783,Who was mayor of New York when the first cake mix came out?,2,49,1,1,1,1,1.0,1,14.410427200000413
2hop__1845_38366,What is the population of the borough that contains the neighborhood of Riverdale?,2,45,1,0,1,1,0.25,4,15.786927299999661
4hop1__571599_49925_13759_736921,Where is the district that the person who wanted to reform and address Medardo Joseph Mazombwe's religion preached a sermon on Marian devotion before his death located?,4,99,1,1,1,1,1.0,1,33.303272400000424
2hop__278022_71701,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,2,49,1,1,1,1,1.0,1,15.533260599999267
3hop1__617062_127905_87812,When is the opening day of the league that Jim Wilson plays for?,3,75,1,0,0,1,0.1,10,21.12186930000098
4hop2__105527_14670_8987_8974,Country A developed the ZH-29 and invaded Country B because their military branch that the Air Defense Artillery is a branch of was unprepared. Country B was the only communist country to have an embassy where?,4,98,1,1,1,1,1.0,1,31.571582900000067
2hop__559076_55984,Who wrote the song The Story sung by the performer of Give Up the Ghost?,2,49,1,1,1,1,1.0,1,14.955623199999536
3hop2__30956_65244_84681,"When did the people who controlled New York before it became an English colony, come to the country where John Kerry's yacht was built?",3,71,1,0,0,1,0.125,8,25.01389410000047
4hop3__426860_88460_30152_20999,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country where That Dam is found?,4,98,1,0,0,1,0.1111111111111111,9,32.731714499999725
2hop__809096_491515,Where did William Beckford's child die?,2,46,1,1,1,1,1.0,1,15.287004599998909
3hop2__326964_265410_7713,How long had Anhua Gao's birthplace been the capitol city of Yaxing Coach's headquarters location?,3,74,1,1,1,1,1.0,1,24.985094300000128
3hop1__108833_720914_41132,How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,3,74,1,1,1,1,1.0,1,23.36092699999972
2hop__444265_82341,In what part of Florida is Tom Denney's birthplace located?,2,49,1,1,1,1,1.0,1,15.65806049999992
2hop__476927_31270,How far is Hod Lisenbee's place of death in TN from Nashville?,2,49,1,1,1,1,1.0,1,16.38322109999899
3hop1__518381_709625_84283,Who owns the record label of the Lovin' All Night performer?,3,73,1,1,1,1,1.0,1,19.67099870000129
2hop__80546_75184,Who played the girlfriend of the actor who played Marlene McFly in Back to the Future?,2,36,1,0,1,1,0.3333333333333333,3,10.533899199999723
3hop1__804367_160713_77246,What is the meaning of the word that is also the majority religion in the area that became India when the country where Kot Haibat is located was created in the Arabic dictionary?,3,74,1,1,1,1,1.0,1,25.477254499999617
2hop__85713_72187,"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",2,48,1,1,1,1,1.0,1,14.562196499999118
4hop1__93601_46196_497223_15840,What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,4,98,1,0,1,1,0.5,2,30.946352099999785
3hop1__161433_33952_33939,"In 1900, what was the population of the second largest city, in the state that the cross-border transactions committee focuses on?",3,73,1,0,1,1,0.5,2,23.736662100000103
3hop1__109196_720914_27537,Why did Roncali leave the place of death of the creator of Malchiostro Annunciation?,3,74,1,1,1,1,1.0,1,25.078075100000206
3hop2__101905_30152_20999,How were the people that the Ajuran Empire declared independence from by minting coins expelled from David Htan's country?,3,75,1,0,1,1,0.3333333333333333,3,26.653207100000145
2hop__30390_36634,How many groups were involved in the war when Hayek started working on Abuse of Reason?,2,49,1,1,1,1,1.0,1,18.744136499999513
3hop2__20335_82856_9331,"What dissolved the privileges in Poland of the empire that helped the patriots during the Revolutionary War, the Kingdom that acquired some Thuringian territory in 1815, and the Habsburg Monarchy?",3,73,1,0,1,1,0.2,5,24.739162199999555
3hop1__120881_2053_52946,"When is Celebrity Big Brother coming to the network which, along with ABC and the network which released Stand Against Fear, is the other major broadcaster based in NY?",3,75,1,1,1,1,1.0,1,21.54170879999947
2hop__2299_1783,Who was New York's mayor during the book's historical period?,2,50,1,1,1,1,1.0,1,15.541125899999315
3hop1__801799_547811_41132,How many times did plague occur in the birth city of the composer of La fida ninfa?,3,73,1,1,1,1,1.0,1,26.136234600000535
4hop2__161602_426860_88460_20985,what is the largest city the country that is a natural boundary between the country that hosted the tournament and the country That Dam is located?,4,98,1,0,0,0,0.0,,32.70749599999908
2hop__31585_61048,Who was the US physicist who directed the project that developed the first atomic bomb at the same place where Feynman worked on Water Boiler?,2,48,1,1,1,1,1.0,1,18.750714900001185
3hop1__418091_15840_36002,What were Genesis's advantages over the platform that plays Bigfoot?,3,73,1,0,1,1,0.5,2,20.922762799998964
3hop1__617062_127905_92225,When is the opening day of the season of the league that Jim Wilson's team plays for?,3,73,1,0,0,0,0.0,,20.939458299999387
3hop2__809962_89048_66294,Who played the man named identically to the singer of Is She Really Going Out With Him in the movie about the composer of Speechless?,3,74,1,1,1,1,1.0,1,25.329373299999133
2hop__152027_141308,What is the parent company of the record label releasing Cold Turkey?,2,46,1,1,1,1,1.0,1,13.920104299999366
4hop3__661103_698586_91248_54362,Who burned down the city where Dunn Dunn's recording artist died during the conflict after which the government got involved in healthcare?,4,99,1,0,1,1,0.25,4,30.9426184999993
4hop3__129682_29339_508306_70744,Who won more national championships between the university that contains Fort Hill and the university of the state where Edwards won the primary besides the state where WSFN is located?,4,99,1,1,1,1,1.0,1,28.350908099999288
3hop1__145290_443779_52195,Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,3,68,1,1,1,1,1.0,1,21.43356969999877
4hop1__152028_141441_458768_33633,When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,4,90,1,0,1,1,0.25,4,26.36912459999985
3hop1__128516_30587_83479,What was Germany's main goal in the battle of the ocean adjacent to the US city having WEDR?,3,74,1,0,1,1,0.3333333333333333,3,21.3569963000009
2hop__63214_319330,Who is the child of the president under whom prohibition occurred?,2,49,1,0,1,1,0.5,2,18.619747000000643
2hop__796221_18803,What did MV Rapana's owner announce it was the process of doing in April 2010?,2,50,1,1,1,1,1.0,1,14.219695499999943
2hop__810411_159673,"What other film is the cast member of Now You See Him, Now You Don't a character for?",2,49,1,1,1,1,1.0,1,17.904996400000528
2hop__669160_139339,What was the director of Addicted to Love nominated for?,2,49,1,1,1,1,1.0,1,16.16119509999953
2hop__53147_7298,"Along with the subject of Katy Perry's The One Who Got Away, what notable pop artist started out his career on adult contemporary radio?",2,50,1,1,1,1,1.0,1,17.069156600000497
3hop1__635099_131926_89261,Where does the body of water by the city where Write This Down was formed empty into the Gulf of Mexico?,3,75,1,1,1,1,1.0,1,23.308048599999893
3hop1__346416_831637_91775,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, and also operates NC?",3,74,1,1,1,1,1.0,1,19.86206089999905
2hop__45126_807969,Which team is the highest goal scorer in EPL this season a member of?,2,50,1,1,1,1,1.0,1,15.936988200000997
2hop__64175_90973,Who did the original voice of the character Mila Kunis plays on Family Guy?,2,47,1,0,1,1,0.5,2,16.2547426000001
2hop__517145_367341,Who is the child of the cast member of Green Ice?,2,49,1,1,1,1,1.0,1,15.331372399999964
4hop1__525129_315334_131926_89261,"Where into the Gulf of Mexico does the body of water by the city where the Lots More Blues, Rags and Hollers performer was formed empty?",4,99,1,0,1,1,0.3333333333333333,3,28.399923599999966
2hop__6745_6731,What two dialects does the /u/ remaining distinct in this form of Catalan include?,2,45,1,0,1,1,0.25,4,13.62405089999993
2hop__450600_158262,When did the author of The Rise and Fall of the Confederate Government end his fight in the Mexican-American War?,2,47,1,1,1,1,1.0,1,20.285539900000003
2hop__683835_709167,What award did the author of The Red Tree receive?,2,49,1,1,1,1,1.0,1,17.714654900000824
2hop__39954_80303,What is the name of the game reserve in the country where hunters spend 50 to 100 times more than the average ecotourist?,2,50,1,1,1,1,1.0,1,15.482161099998848
3hop2__38242_92991_76291,When did the party with majorities in Congress prior to the 1954 elections gain control of the body which determines rules of the US House and US Senate?,3,72,1,0,1,1,0.5,2,25.08049519999986
4hop2__161602_426860_88460_86452,When did Burma change its name to the country on the natural boundary between the country that hosted the tournament and the country where That Dam is from?,4,98,1,0,1,1,0.5,2,31.52622049999991
3hop2__57233_105140_56883,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",3,75,1,1,1,1,1.0,1,23.376952500000698
4hop1__151903_5274_458768_33637,How many ethnic minorities were looked at differently where the only group larger than the record label of The Lost Trident Sessions is headquartered?,4,91,1,1,1,1,1.0,1,25.436503699998866
2hop__135336_461854,Who was Suzanne Farrington's mother's spouse?,2,49,1,1,1,1,1.0,1,21.943304200000057
2hop__813461_31270,How many miles are there between Nashville and the place in Tennessee where Mark Day was born?,2,50,1,0,1,1,0.25,4,21.264768999999433
4hop1__3496_5274_458768_33677,When was the most recent Bicycle Friendly Community Award given to the city where the headquarters of the only group larger than the company BMG partnered with in 2005-07?,4,91,1,0,1,1,0.5,2,32.79927259999931
2hop__63982_768138,Who is the sibling of the actor who played Joey on Gimme a Break?,2,39,1,0,1,1,0.5,2,16.350448299999698
2hop__554167_451128,Who is the child of the Victim of Romance performer?,2,49,1,1,1,1,1.0,1,18.950784199998452
3hop2__132957_800948_40768,"When did the maker of the Acura Legend, the employer of Katsuaki Watanabe, and Nissan open US assembly plants?",3,74,1,1,1,1,1.0,1,28.068712599999344
2hop__307218_161450,In what part of the country is Minudasht County?,2,49,1,1,1,1,1.0,1,13.904779800001052
2hop__538735_3296,What former contestant did the performer of Addicted ask to marry him?,2,49,1,1,1,1,1.0,1,19.14278049999848
3hop2__222979_132536_40768,"When did Nissan, the HPD ARX-03 maker and the Scion owner open US assembly plants?",3,75,1,1,1,1,1.0,1,32.98506350000025
2hop__711946_269414,What record label is the performer who released All Your Faded Things on?,2,49,1,1,1,1,1.0,1,17.917292199999793
3hop2__36852_326964_7713,How long had the city the Qing lost in 1853 been the capitol city of Yaxing Coach's headquarters location?,3,72,1,0,1,1,0.5,2,32.74739439999939
3hop1__617062_127905_67954,Who won the All-Star MVP for the league that the team that Jim Wilson plays for is a part of?,3,70,1,0,1,1,0.25,4,25.14886149999984
4hop1__46196_497223_15840_36014,What was Nintendo's limit on games per developer per year for the platform supporting the video game named after the sports organisation in charge of the Super Bowl halftime show?,4,90,1,0,1,1,0.3333333333333333,3,33.90120759999991
3hop1__764280_834494_34053,What was the wettest year of the administrative territorial entity that contains the administrative territorial entity where Drexel Heights is located?,3,71,1,1,1,1,1.0,1,31.638927399999375
2hop__121386_37168,"According to QS World University Rankings, where does the college that Ibrahim Shihata attended rank?",2,50,1,1,1,1,1.0,1,25.529801800001223
4hop1__107309_457883_650651_7262,The Embassy of the country where palitaw comes from is found in Bandar Seri Begawan in Country A. Who was a prominent figure at the radio division of the creator of The Biggest Loser at Country A?,4,99,1,1,1,1,1.0,1,52.100229699999545
2hop__64537_482364,Who is the father of the man with the same name as the Big Brother hot dog challenge winner?,2,50,1,0,1,1,0.25,4,25.16636020000078
2hop__650138_22402,How many students attend the school where Max Huber attended?,2,50,1,1,1,1,1.0,1,24.969100000000253
2hop__862994_69048,Who is the chief judge at Gloria Kemasuode's birthplace?,2,49,1,1,1,1,1.0,1,21.974880399999165
2hop__631139_75487,Who is the federal leader of the party in which John Lynch-Staunton held a position?,2,48,1,1,1,1,1.0,1,25.23540899999898
2hop__21103_16254,"By 1931, what percentage of the world's Jews were the group of Jews that represented the bulk of modern Jewry?",2,43,1,1,1,1,1.0,1,31.29963349999889
4hop1__163763_49925_13759_736921,Where is the district that the person who wanted to reform and address Jesus Varela's religion preached a sermon on Marian devotion before his death located?,4,99,1,1,1,1,1.0,1,58.534072399999786
2hop__807257_590611,Who is a cast member of the show that contains the character Michael Knight?,2,46,1,1,1,1,1.0,1,28.60796400000072
4hop3__650050_88460_30152_20999,How were people from whom the new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and A Doi's country?,4,98,1,0,1,1,0.5,2,32.70482190000075
4hop1__342858_131850_33952_34109,What is the PBS station in the second largest city in the state where Yuma's Library District is located?,4,96,1,1,1,1,1.0,1,27.104534799998873
2hop__695364_513121,Who is the child of the male star of the 1921 film Money?,2,50,1,1,1,1,1.0,1,15.737317999999505
3hop1__222497_309482_41132,How many times did plague occur in Al gran sole carico d'amore's composer's work location?,3,74,1,1,1,1,1.0,1,24.741863200000807
4hop3__719125_132409_223216_35031,"In the top five largest urban areas in the US state in which the band performing Scars was formed, where does the city having Pathology rank?",4,98,1,1,1,1,1.0,1,30.677536900000632
4hop1__580153_49925_13759_736921,Where is the district that the person who wanted to reform and address the religion that practices candidacy preach a sermon on Marian devotion before his death located?,4,99,1,1,1,1,1.0,1,33.86636009999893
2hop__62020_158262,When did the president of the Confederacy end his fight in the Mexican-American war?,2,46,1,0,0,1,0.1,10,17.94044170000052
2hop__766973_770570,What county is Erik Hort's birthplace a part of?,2,49,1,1,1,1,1.0,1,14.500706700000592
2hop__75714_148696,What is the position of the first governor general of India?,2,43,1,1,1,1,1.0,1,14.16080839999995
2hop__29367_29376,What event caused the Liberal Party of Australia's longest-serving leader to become Prime Minister?,2,49,1,0,1,1,0.5,2,20.070918299999903
2hop__263728_705527,Who is the father of the father of Anwer Ali?,2,45,1,1,1,1,1.0,1,42.122395599999436
3hop2__569322_223623_162182,In what region of the country of S-Fone is The place of birth of John Phan located?,3,74,1,1,1,1,1.0,1,57.11824879999949
2hop__271045_68633,Who is the president of the organization Julio Maglione is located?,2,49,1,1,1,1,1.0,1,28.58846260000064
2hop__24441_36630,What countries found their economic growth in the period young boys were employed in the glass making industries?,2,50,1,1,1,1,1.0,1,31.02231329999995
2hop__95673_62765,who did the leading actor in Sammy Going South play in the ten commandments?,2,49,1,1,1,1,1.0,1,18.342984000000797
2hop__816977_6455,The developer of Mozilla Sunbird created which browser?,2,44,1,1,1,1,1.0,1,30.933625099998608
2hop__362912_97805,Which was did the operator of the Jurmo class landing craft serve in?,2,49,1,1,1,1,1.0,1,23.352535299998635
2hop__503085_110222,When was the painter of Femme nue couchée born?,2,48,1,1,1,1,1.0,1,24.258918800000174
4hop2__9988_685934_70784_61381,"When was the country established that lies north of the region that prevailed with the disgrace of the ""Near East"" and the body of water containing The World islands?",4,98,1,0,1,1,0.5,2,52.026847299999645
2hop__92051_827343,Who is the sibling of the actress who played Susan Walker in Miracle on 34th street?,2,47,1,0,1,1,0.5,2,29.400982499999373
2hop__60880_87295,Who does the actor who plays Nanny in Eloise at Christmastime play in Princess Diaries?,2,49,1,1,1,1,1.0,1,27.254512699999395
2hop__599396_19320,What worldwide ranking does Javier Barros Sierra's employer hold?,2,50,1,0,1,1,0.3333333333333333,3,23.266285000001517
4hop3__673447_132409_145082_35031,"Among the top five largest urban areas in the state where Infest's performer was formed, where does Tammy Leitner's birth city rank?",4,97,1,1,1,1,1.0,1,55.53852469999947
4hop1__88342_75218_128008_80487,When is the all-star game of the league whose member played in the most championship series which proceed the MVP award?,4,88,1,0,0,1,0.16666666666666666,6,69.70469349999985
2hop__263638_69048,Who is the Chief Judge of the Tebesa Nemine's birthplace?,2,50,1,1,1,1,1.0,1,30.477565600000162
2hop__16632_110014,What year was the person who described the use of bitumen and pitch to tar ships born?,2,49,1,0,1,1,0.5,2,42.17893230000118
2hop__46862_68042,"When did the political party that favored harsh punishment of southern states after the Civil War, gain control of the House?",2,50,1,0,0,0,0.0,,41.86401139999907
3hop1__141138_2053_52946,"When is Celebrity Big Brother coming to the network which, along with ABC and the network which broadcasted The Chisholms, is the other major broadcaster based in NY?",3,73,1,1,1,1,1.0,1,45.65139110000018
2hop__123148_5385,How many people work in Susan Winchester's alma mater?,2,49,1,1,1,1,1.0,1,34.99468000000161
3hop1__813285_774554_124169,What year did the post end of Governor of the city where the author of Quadragesimo Anno died?,3,73,1,1,1,1,1.0,1,53.915712600000916
2hop__161915_78851,which professional sports team would you not see play a home game in the arena where the last place Cream performed?,2,50,1,0,0,0,0.0,,39.57182190000094
2hop__605207_135019,Who is the mother of Andreogeus' father?,2,50,1,0,0,1,0.16666666666666666,6,28.196966800000155
3hop1__278222_42197_18397,"Where did the leader who argued that the country of citizenship of Vladimir Lefebvre had become imperialist, declare that he would intervene in the Korean conflict?",3,73,1,1,1,1,1.0,1,60.365622400000575
2hop__495316_660579,"What is the capital of the county which contains Hickory Grove Estates, Mississippi?",2,49,1,1,1,1,1.0,1,29.93638809999902
2hop__6736_6733,To what division does the place where the most speakers are found belong?,2,49,1,1,1,1,1.0,1,34.86012339999979
2hop__77233_33207,How did did the people fare during the reign of the abolisher of sati partha in India?,2,50,1,0,1,1,0.5,2,39.562913600000684
2hop__83460_456238,This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,2,48,1,1,1,1,1.0,1,41.323950899999545
3hop1__829944_474097_84283,Who is the owner of the record label that the performer of Better Than Me is signed with?,3,72,1,1,1,1,1.0,1,45.2044975000008
4hop1__152562_5274_458768_33633,When did the explorer reach the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,4,92,1,0,0,0,0.0,,65.19965539999976
2hop__135963_486257,The scientist that the GHZ experiment is named for is in what field of work?,2,49,1,1,1,1,1.0,1,36.6468928000013
3hop1__222979_40769_64047,When did the RX 350 from the Scion owner's luxury division change body style?,3,68,1,0,1,1,0.25,4,47.009075300000404
2hop__87953_17335,When did the winner of the Battle between Poras and Sikander die?,2,50,1,1,1,1,1.0,1,35.7863140999998
2hop__32254_84601,When did the spacecraft that detected storms on Neptune leave our solar system?,2,47,1,0,0,1,0.1,10,42.09937700000046
3hop1__545624_2053_5289,"What UK label was bought by the company which, along with ABC and the network which broadcasted Here and Now, is the other major broadcaster based in NY?",3,73,1,0,1,1,0.5,2,50.52073290000044
4hop1__463635_624859_355213_203322,What county shares a border with the county where the birthplace of Tonight You're Mine's performer is located?,4,98,1,0,1,1,0.3333333333333333,3,66.3200882000001
2hop__14_59409,Who was Beyonce's husband talking about in the the song Cry?,2,48,1,1,1,1,1.0,1,31.58793130000049
3hop2__132957_483843_40768,"When did the maker of the Acura Legend, the manufacturer of Scion bbX and Nissan open US assembly plants?",3,74,1,1,1,1,1.0,1,51.25609339999937
3hop1__163024_443779_52195,Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,3,68,1,1,1,1,1.0,1,57.35224070000004
3hop1__438364_443779_52195,Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Kotamadya is located?,3,68,1,1,1,1,1.0,1,55.295706099999734
3hop1__107540_720914_27537,Why did Roncalli leave the place of death of the maker of The Gozzi Altarpiece?,3,74,1,1,1,1,1.0,1,46.57113300000128
2hop__44522_58556,The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,2,46,1,0,1,1,0.3333333333333333,3,44.84885899999972
2hop__76402_653666,Who is the mother of the founder of Mormonism?,2,46,1,1,1,1,1.0,1,35.838544499998534
2hop__208602_11402,"According to the developer of Topologically Integrated Geographic Encoding and Referencing, what is the total area of Atlantic City in square miles?",2,49,1,1,1,1,1.0,1,42.317592599998534
2hop__59274_461854,Who was the spouse of the actor who played Scarlett in Gone With the Wind?,2,42,1,0,0,0,0.0,,33.53999549999935
3hop1__107195_160713_77246,What is the meaning in the Arabic dictionary of the word which also refers to the majority religion of what became India when the country whose business news is covered by Corporate Corridor was created?,3,74,1,1,1,1,1.0,1,58.28867619999983
